,,Ciclo Respiratorio,Crepitancia,Sibilancia,Varianza,Rango,Suma de Promedios,Promedio de Espectros
130_2b2_Al_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.00040635812981802493,0.5071768403739323,1.4638362478645354e-05,0.0008126846376657127
130_2b2_Ar_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.0004564239215414936,0.4944950965446309,-1.1756972792902835e-05,0.0009128146462016474
130_2b2_Ar_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.00016212677181550039,0.2501901323501462,2.8967516437388753e-06,0.0003242473390090405
130_2b2_Ar_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.0002452099963945404,0.34038977790897995,-2.6992551591125743e-05,0.0004904024326346556
130_2b2_Ar_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.00021195949757610465,0.3244364757769283,-1.1749288605773483e-06,0.0004239045298892887
130_2b2_Ar_mc_AKGC417L.wav,4,5.0,0.0,0.0,0.00016168071702513052,0.2797772016553251,2.3856532371635154e-06,0.0003233500796686448
130_2b2_Ar_mc_AKGC417L.wav,5,6.0,0.0,0.0,0.0001922850974113159,0.28199797829137474,-1.0682520036052207e-05,0.0003845628391324359
130_2b2_Ar_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.0003831371293465131,0.3440761948185366,1.5507899018085304e-05,0.000766246864360884
130_2b2_Ar_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.0002323803159000328,0.3437727286141703,1.4363072922990569e-05,0.0004647425484324223
130_2b2_Ll_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.0007424781883166816,0.7504883183739233,5.859684526860083e-07,0.0014849023742922246
130_2b2_Ll_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.0002270647050689392,0.32777687223576646,-6.388173093334653e-06,0.00045412072032903516
130_2b2_Ll_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.00031623238409272963,0.2597037690475467,3.777742854637303e-06,0.0006324421219247823
130_2b2_Ll_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.000145793635837738,0.19731791357568323,-2.317064705833383e-06,0.00029157732192895057
130_2b2_Ll_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.00019112089851327436,0.2587094833339298,-3.136679352853187e-06,0.0003822283751438624
130_2b2_Ll_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.00021708236314334987,0.284202618286613,4.508740647623547e-06,0.0004341564219998269
130_2b2_Ll_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.00014725613223786038,0.21370936990710143,-1.1221558066879046e-05,0.00029450173565173714
130_2b2_Ll_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.00015793148495118787,0.34424607011303043,8.311015010350956e-06,0.0003158506799926484
130_2b2_Lr_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.00022069392723843436,0.31261353086300764,9.87721263660315e-06,0.0004413718028420416
130_2b2_Lr_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.00013186294937653936,0.30644152410225245,1.617791176935837e-05,0.00026372085233327856
130_2b2_Lr_mc_AKGC417L.wav,2,3.0,1.0,0.0,8.280559007495555e-05,0.22937378930050395,2.862438567436166e-06,0.00016560525021650554
130_2b2_Lr_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.00010604976350096453,0.29832056995604117,-9.60105303462574e-07,0.00021209228959228598
130_2b2_Lr_mc_AKGC417L.wav,4,5.0,1.0,0.0,7.963983326602222e-05,0.2560984835293828,-1.0072148397192957e-05,0.00015927407365074484
130_2b2_Lr_mc_AKGC417L.wav,5,6.0,1.0,0.0,6.120067572265213e-05,0.21123993779833322,2.1214413788228525e-05,0.0001223990102695374
130_2b2_Lr_mc_AKGC417L.wav,6,7.0,1.0,0.0,8.077995221681989e-05,0.21268452218237138,-5.207217953922382e-06,0.00016155412866128058
130_2b2_Lr_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.00012081577873623157,0.2680962234890418,4.504372436495039e-06,0.00024162215583215841
130_2b2_Pl_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.004207948002926452,1.8644370813012119,7.762345348954249e-05,0.008415589951012341
130_2b2_Pl_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.0003804309327051314,0.46951884234608443,2.3096261540094395e-05,0.000760847306247128
130_2b2_Pl_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.0007646866516481169,0.6460946432516121,-1.3974981744184876e-05,0.0015293185420063703
130_2b2_Pl_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.0004653834481848654,0.4866426836093808,-1.1073272786306326e-05,0.0009307351360852715
130_2b2_Pl_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.0004480059138495602,0.5311935901793375,8.080568576831726e-05,0.0008959803655049528
130_2b2_Pl_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.00033179375402003883,0.4777913272325467,-0.00011817014518729646,0.0006635748155740656
130_2b2_Pl_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.0004842750568427361,0.6079433792578404,-9.827303579572841e-06,0.0009685154879842826
130_2b2_Pl_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.0009105204747648665,0.9173927478544783,1.8808975795433747e-05,0.0018209700946622365
130_2b2_Pr_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.0006437389148890256,0.6165586026712762,3.337302917475963e-05,0.0012874310089972757
130_2b2_Pr_mc_AKGC417L.wav,1,2.0,1.0,0.0,9.669254521150503e-05,0.43775448843331743,-1.3930251722558537e-05,0.00019338138998117258
130_2b2_Pr_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.0001632738544515786,0.4177886904280955,-4.157763742851886e-06,0.0003265360164185933
130_2b2_Pr_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.00017979866162150157,0.4226737385499313,-2.4928262238448044e-06,0.0003595850528095342
130_2b2_Pr_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.00013888926959433758,0.3654756452119479,-6.622451204759467e-06,0.0002777687853862528
130_2b2_Pr_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.00010023251640025657,0.2917304740809992,6.72193184882933e-06,0.00020046119849744906
130_2b2_Pr_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.00011603792890325558,0.3760401201219572,-1.2759355166399521e-05,0.00023206756108629792
130_2b2_Pr_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.00015892890941773897,0.41794185090872243,1.1911203018796071e-05,0.0003178454513081897
130_2b2_Tc_mc_AKGC417L.wav,0,1.0,0.0,0.0,0.00024337054681472875,0.5887281319972775,-2.0015235300887337e-06,0.00048672339266598306
130_2b2_Tc_mc_AKGC417L.wav,1,2.0,0.0,0.0,0.000414727816244529,0.6624344741391066,3.725994090541256e-07,0.0008294397607777587
130_2b2_Tc_mc_AKGC417L.wav,2,3.0,0.0,0.0,0.00046648656098828746,0.8948275876330196,-7.361312162319467e-06,0.0009329397156058367
130_2b2_Tc_mc_AKGC417L.wav,3,4.0,0.0,0.0,0.00039522645574384136,0.7800370718184788,-1.1950425420508274e-06,0.0007904259390959713
130_2b2_Tc_mc_AKGC417L.wav,4,5.0,0.0,0.0,0.00012411966707740366,0.45741099150865283,7.903904417349665e-06,0.0002482306175799924
130_2b2_Tc_mc_AKGC417L.wav,5,6.0,0.0,0.0,2.8601676399628205e-05,0.1467118072545351,-1.19288289172127e-06,5.7202258668335644e-05
130_2b2_Tc_mc_AKGC417L.wav,6,7.0,0.0,0.0,2.621065869686013e-05,0.17463860473715373,2.178269866477587e-06,5.2419443329749383e-05
130_2b2_Tc_mc_AKGC417L.wav,7,8.0,0.0,0.0,1.3726907657924058e-05,0.13651200285512216,-4.893693669361323e-07,2.7452747115571253e-05
130_2b3_Al_mc_AKGC417L.wav,0,1.0,0.0,0.0,3.1327283296632276e-08,0.019403830013319953,3.05307748546246e-05,6.265184248167354e-08
130_2b3_Al_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.0005424415516525465,0.6084647887092653,-2.3340859073099485e-06,0.001084861805195561
130_2b3_Al_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.00029771009359531305,0.48696803943233424,-2.9513497063797064e-05,0.0005954084316094378
130_2b3_Al_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.0007003666211535339,0.7029885339755296,2.4397745854055635e-05,0.0014006755752324566
130_2b3_Al_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.0013937840378992672,0.9004368617614693,-6.865130301951138e-06,0.0027875106664551827
130_2b3_Al_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.00046366274739226314,0.7419961705405701,5.423026687470092e-06,0.000927306499997661
130_2b3_Al_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.00036264268321210586,0.4302484557487807,2.7331627796895158e-05,0.0007252682088407894
130_2b3_Al_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.0005550512224036569,0.6951560239704271,-6.243420351773678e-05,0.0011100781367043792
130_2b3_Al_mc_AKGC417L.wav,8,9.0,1.0,0.0,0.00035122294109398073,0.43735451452626484,-9.461636772960944e-06,0.0007024314677193951
130_2b3_Ar_mc_AKGC417L.wav,0,1.0,0.0,0.0,0.00011691735218330397,0.2365157795091654,-2.098293015144605e-05,0.0002338245376403312
130_2b3_Ar_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.00016486829626734335,0.2870133376117924,1.988951243890402e-05,0.0003297301192418102
130_2b3_Ar_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.0002737030190333092,0.2878497646484469,-4.270088269856993e-06,0.000547395230444939
130_2b3_Ar_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.000247768962504692,0.29654090375662073,3.2664779253124364e-06,0.0004955175241067487
130_2b3_Ar_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.00047338563692055194,0.4157078236656211,-4.395260301537206e-06,0.000946751775297693
130_2b3_Ar_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.00029998468043684954,0.3382528040321905,-4.922292745245078e-06,0.0005999570714562295
130_2b3_Ar_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.00014164365159101197,0.29769509801369753,-9.423356319947763e-06,0.00028328060164665346
130_2b3_Ar_mc_AKGC417L.wav,7,8.0,1.0,0.0,9.469776788127147e-05,0.25729012458990363,1.826845253309725e-05,0.00018939138853613132
130_2b3_Ar_mc_AKGC417L.wav,8,9.0,1.0,0.0,0.00013939250536716832,0.31067454646254955,2.528020972508356e-05,0.00027877928995516214
130_2b3_Ll_mc_AKGC417L.wav,0,1.0,1.0,0.0,3.4595291167474906e-05,0.12479977491623942,-5.512081483393614e-06,6.918757404876134e-05
130_2b3_Ll_mc_AKGC417L.wav,1,2.0,1.0,0.0,2.8959480498514703e-05,0.1268568001334202,-2.3891610931113646e-05,5.79178239488336e-05
130_2b3_Ll_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.0001181514278339597,0.1890871255651425,2.800520515396377e-05,0.00023629819026109482
130_2b3_Ll_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.0002029832929007512,0.23576728625226617,2.069432432311358e-06,0.00040594987247973214
130_2b3_Ll_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.00011325018959993085,0.16038757430299752,-2.676481007325729e-06,0.00022649571447502437
130_2b3_Ll_mc_AKGC417L.wav,5,6.0,1.0,0.0,8.70125546363106e-05,0.18098231458430614,-2.9599906075356687e-06,0.00017402154464522937
130_2b3_Ll_mc_AKGC417L.wav,6,7.0,1.0,0.0,7.173550556707523e-05,0.15110875053118944,-2.2435963521026014e-06,0.00014346761713786134
130_2b3_Ll_mc_AKGC417L.wav,7,8.0,1.0,0.0,7.285507166246256e-05,0.14571284363182468,5.748462324294632e-06,0.00014570695268501692
130_2b3_Ll_mc_AKGC417L.wav,8,9.0,1.0,0.0,8.732173509155575e-05,0.13095221821163,1.2047997187538887e-05,0.00017463988642972198
130_2b3_Lr_mc_AKGC417L.wav,0,1.0,0.0,0.0,4.1947144972443446e-08,0.01744829568192076,6.452070569975675e-06,8.389064236706321e-08
130_2b3_Lr_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.0001025161614192484,0.24869692043952843,2.0095835112358294e-06,0.00020502829770357113
130_2b3_Lr_mc_AKGC417L.wav,2,3.0,1.0,0.0,9.483459138042466e-05,0.25491479033923525,2.2073746009805728e-06,0.000189665438058327
130_2b3_Lr_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.00011097520033854412,0.3430793617233395,9.042570336877222e-06,0.00022194126315544648
130_2b3_Lr_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.0002178820757183216,0.4442037892391037,-3.4615193649214077e-06,0.00043575517697104797
130_2b3_Lr_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.00012295444615699117,0.3215361209164846,-5.975317131124212e-06,0.0002459038552617024
130_2b3_Lr_mc_AKGC417L.wav,6,7.0,1.0,0.0,9.114689052423367e-05,0.284146427411063,-5.517362042999424e-06,0.00018228946864827218
130_2b3_Lr_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.00010602922579680672,0.27111186641327717,2.1308053167293125e-05,0.00021205380811346105
130_2b3_Lr_mc_AKGC417L.wav,8,9.0,1.0,0.0,0.00010101585746633056,0.25052347451644497,-4.318750982017266e-05,0.0002020275691616086
130_2b3_Pl_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.00012876275388642162,0.24944471171557372,-3.370621919302014e-05,0.0002575143110116357
130_2b3_Pl_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.00012477581163485311,0.255623828832753,-2.7585673301228005e-05,0.0002495467241448235
130_2b3_Pl_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.0001932178850804709,0.3242850352563179,3.264989295815743e-05,0.0003864281406294482
130_2b3_Pl_mc_AKGC417L.wav,3,4.0,1.0,0.0,9.108507606048698e-05,0.25360304388357874,4.516423869755014e-06,0.0001821626523205572
130_2b3_Pl_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.00036887532204536575,0.3793158155078697,2.817211828582009e-05,0.0007377354502806132
130_2b3_Pl_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.00018697575033810768,0.36921264714031554,2.2335286546692118e-06,0.00037394384087489056
130_2b3_Pl_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.00022486273278821185,0.27372910460818545,-1.1415215616399907e-05,0.0004497148267264621
130_2b3_Pl_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.0002018898094748227,0.25531022026466793,6.471831816951179e-06,0.0004037707773183291
130_2b3_Pl_mc_AKGC417L.wav,8,9.0,1.0,0.0,0.00018820961831834173,0.39174120663629597,-8.006048480060852e-07,0.00037641151236440595
130_2b3_Pr_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.0003632925850447149,0.3439704770585621,-4.034455439462128e-06,0.0007265535794298608
130_2b3_Pr_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.0001355733025607268,0.3196440244251754,1.7198269821237696e-06,0.0002711412820501683
130_2b3_Pr_mc_AKGC417L.wav,2,3.0,1.0,0.0,9.269515831602535e-05,0.5110765205302665,1.0308997093638153e-05,0.00018538665640862275
130_2b3_Pr_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.00015930173166795697,0.3837998177230893,-6.37882687502513e-06,0.00031859034668447984
130_2b3_Pr_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.00024676627526681205,0.45237932825105576,-9.834411822942326e-07,0.0004935223863407224
130_2b3_Pr_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.00023224270280032208,0.5430551149095473,-3.917509075571609e-06,0.00046447589135636724
130_2b3_Pr_mc_AKGC417L.wav,6,7.0,1.0,0.0,5.580764545175982e-05,0.3319385894520339,-8.162659133162517e-06,0.00011161265049637297
130_2b3_Pr_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.00018100984477145387,0.3529533733157386,4.087450634493593e-06,0.0003620117623359018
130_2b3_Pr_mc_AKGC417L.wav,8,9.0,1.0,0.0,0.00011340620299015,0.3138577853134934,1.1915013472758495e-06,0.00022680775169962245
130_2b3_Tc_mc_AKGC417L.wav,0,1.0,0.0,0.0,4.01714541381379e-05,0.17133718764647926,-1.5372305519692978e-06,8.033941510635073e-05
130_2b3_Tc_mc_AKGC417L.wav,1,2.0,0.0,0.0,0.00019004133782151176,0.4707049523489354,7.753186008394137e-07,0.0003800752139704872
130_2b3_Tc_mc_AKGC417L.wav,2,3.0,0.0,0.0,9.834366131078705e-05,0.3418818293758349,3.134387320537279e-06,0.00019668343935755396
130_2b3_Tc_mc_AKGC417L.wav,3,4.0,0.0,0.0,1.3871992239025342e-05,0.12625121478746193,1.551262746103817e-06,2.7742842280254145e-05
130_2b3_Tc_mc_AKGC417L.wav,4,5.0,0.0,0.0,9.553183837466532e-05,0.3585670336470911,-3.964550823536199e-06,0.00019105974183548376
130_2b3_Tc_mc_AKGC417L.wav,5,6.0,0.0,0.0,2.953293365849264e-05,0.15740154625276173,-1.876912491670373e-06,5.906465744670024e-05
130_2b3_Tc_mc_AKGC417L.wav,6,7.0,0.0,0.0,2.580493211305623e-05,0.15276505322024722,5.296425184929999e-07,5.1608643326599164e-05
130_2b3_Tc_mc_AKGC417L.wav,7,8.0,0.0,0.0,0.00040340959933758816,0.7689148932310093,1.8428549579849832e-06,0.0008068015316173089
130_2b3_Tc_mc_AKGC417L.wav,8,9.0,0.0,0.0,0.0004764246837145704,0.9253166300350926,5.064790528050489e-08,0.0009528298145815783
130_2b4_Al_mc_AKGC417L.wav,0,1.0,0.0,0.0,4.95298182796501e-06,0.12924509684985946,-1.9797462341612637e-06,9.905116919999096e-06
130_2b4_Al_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.00030923246869902485,0.6227092681902611,2.754564792453757e-06,0.0006184412595673683
130_2b4_Al_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.00022583975674556593,0.3983443491605305,1.2172993987919422e-05,0.0004516600705264084
130_2b4_Al_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.000240029617758497,0.4833744929447077,-3.022153138542452e-05,0.00048004028855265295
130_2b4_Al_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.00040968767107062495,0.576743671379078,1.5759286126583414e-05,0.0008193439724880283
130_2b4_Al_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.00035703673698459924,0.47282250392361513,1.5965724286890128e-05,0.0007140582776833087
130_2b4_Al_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.0007490769216399203,0.5942317003849715,-1.930934812017835e-05,0.0014980964867008471
130_2b4_Al_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.00042352300831477804,0.41418720923835717,1.5086655814167101e-05,0.0008470285719055953
130_2b4_Al_mc_AKGC417L.wav,8,9.0,1.0,0.0,0.00041757071320879517,0.5488889662995198,1.5984656419100057e-05,0.0008351067127495207
130_2b4_Ar_mc_AKGC417L.wav,0,1.0,1.0,0.0,5.620912323526522e-05,0.23331772262304967,6.242914504528386e-06,0.00011240863725209548
130_2b4_Ar_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.0002032553957963524,0.24930854139853548,-2.9358652693323934e-05,0.000406495228392414
130_2b4_Ar_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.00026608051500993506,0.3195075661288807,8.432490838938948e-05,0.0005321381226534192
130_2b4_Ar_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.00019101431134569975,0.3060840018727521,-2.6151220017282124e-05,0.0003820135447965149
130_2b4_Ar_mc_AKGC417L.wav,4,5.0,1.0,0.0,7.869167828855321e-05,0.2598451787684717,8.398301930155988e-06,0.00015737733118060648
130_2b4_Ar_mc_AKGC417L.wav,5,6.0,1.0,0.0,9.256896476725702e-05,0.29905260364020003,-1.7607096915334647e-05,0.00018513398959134456
130_2b4_Ar_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.0003334715798084337,0.47354466882701374,1.97710985520682e-05,0.0006669176258052432
130_2b4_Ar_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.00011639050967302151,0.2231099758048754,2.3273445826769886e-05,0.00023277622527282144
130_2b4_Ar_mc_AKGC417L.wav,8,9.0,1.0,0.0,0.00010904934069346429,0.2507997502315657,-2.031584661332249e-05,0.00021808961585025106
130_2b4_Ll_mc_AKGC417L.wav,0,1.0,0.0,0.0,1.8869017493623658e-05,0.08293880363041853,4.708237007621985e-06,3.773480923846646e-05
130_2b4_Ll_mc_AKGC417L.wav,1,2.0,1.0,0.0,6.720654559049518e-05,0.19107943553399975,-9.720433677150952e-06,0.00013440794519740755
130_2b4_Ll_mc_AKGC417L.wav,2,3.0,1.0,0.0,5.552350090930783e-05,0.14092891895958143,6.386867059729544e-07,0.00011104222169714785
130_2b4_Ll_mc_AKGC417L.wav,3,4.0,1.0,0.0,7.564473345267667e-05,0.1722334581939998,6.417046366609775e-06,0.00015128349581694888
130_2b4_Ll_mc_AKGC417L.wav,4,5.0,1.0,0.0,8.133928480523318e-05,0.16107685932804608,7.837639279892113e-06,0.00016267234148758681
130_2b4_Ll_mc_AKGC417L.wav,5,6.0,1.0,0.0,6.857643208329777e-05,0.15687185221373529,-7.568602811978724e-06,0.0001371499453995352
130_2b4_Ll_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.00022001629806134849,0.3266715393698989,-1.2239754477126302e-06,0.00044001574954550995
130_2b4_Ll_mc_AKGC417L.wav,7,8.0,1.0,0.0,7.917212976645063e-05,0.15819041504933679,1.9711672334100714e-06,0.00015834099846816089
130_2b4_Ll_mc_AKGC417L.wav,8,9.0,1.0,0.0,8.233402217396652e-05,0.1631339176008102,-1.5559184351550147e-06,0.00016466119972060125
130_2b4_Lr_mc_AKGC417L.wav,0,1.0,0.0,0.0,2.4409354821201313e-05,0.10769685408264948,2.1126648824082423e-06,4.8814536746459206e-05
130_2b4_Lr_mc_AKGC417L.wav,1,2.0,1.0,0.0,8.900079037882235e-05,0.2805308984080743,3.2629759905504685e-07,0.00017799476599574739
130_2b4_Lr_mc_AKGC417L.wav,2,3.0,1.0,0.0,8.737348519494847e-05,0.2983549764398789,-3.312758460723925e-06,0.00017473944824404047
130_2b4_Lr_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.00013375678507856649,0.36853069987312403,1.5832436703743947e-05,0.00026750301193910584
130_2b4_Lr_mc_AKGC417L.wav,4,5.0,1.0,0.0,7.7416032633783e-05,0.28471299220350244,2.6934247949409116e-06,0.0001548261375468436
130_2b4_Lr_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.00020765770035001868,0.33041839692237857,-1.6156312760251097e-05,0.0004153065623216441
130_2b4_Lr_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.0001925507750417906,0.4292043265438615,-1.3059283004960196e-06,0.000385086806532659
130_2b4_Lr_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.00013838940907209656,0.26252788300626073,-8.062925317700448e-07,0.0002767731179461096
130_2b4_Lr_mc_AKGC417L.wav,8,9.0,1.0,0.0,0.00012980785122621924,0.33366761707837245,8.975183947270342e-06,0.00025960491121033795
130_2b4_Pl_mc_AKGC417L.wav,0,1.0,0.0,0.0,5.371271093459077e-05,0.162470123372891,3.887120735445622e-05,0.0001074162394243684
130_2b4_Pl_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.00010097841339134662,0.2440444983377989,-1.2186328603372064e-07,0.00020194909489805373
130_2b4_Pl_mc_AKGC417L.wav,2,3.0,1.0,0.0,4.124030469207319e-05,0.1826730513326703,7.082105047803303e-06,8.247705892960789e-05
130_2b4_Pl_mc_AKGC417L.wav,3,4.0,1.0,0.0,9.062804217415531e-05,0.30070914847332486,1.173005846429805e-05,0.00018124893053829576
130_2b4_Pl_mc_AKGC417L.wav,4,5.0,1.0,0.0,6.40899155830431e-05,0.25178219039686517,-4.471078777449042e-06,0.0001281749238218608
130_2b4_Pl_mc_AKGC417L.wav,5,6.0,0.0,1.0,8.498313101404805e-05,0.36760561997293445,-1.0780001703799786e-06,0.00016996264495505872
130_2b4_Pl_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.000340904140075229,0.3903699524890391,1.4890754375164833e-05,0.0006817821772300846
130_2b4_Pl_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.00016491026691504166,0.2546790060844729,-2.696790533845442e-05,0.00032981374124968477
130_2b4_Pl_mc_AKGC417L.wav,8,9.0,0.0,0.0,0.00031121385810539654,0.4009214462869354,-7.024492474973068e-06,0.0006224018442465312
130_2p3_Pl_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.00642703457269942,1.665153652194896,-1.3387797945929278e-05,0.012853536797633356
130_2p3_Pl_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.004151164582391333,1.831725014832473,3.1201821246063347e-06,0.008301969912114345
130_2p3_Pl_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.003918707447507774,1.3997409490252668,-0.00011218107684816928,0.007837240241209447
130_2p3_Pl_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.0051444831829735695,1.5748226741543099,9.306959139058414e-05,0.010288713603053067
130_2p3_Pl_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.010285358242185969,2.695616161790902,1.4759434940627497e-05,0.020569859870876294
130_2p3_Pl_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.0064109832454738395,1.70232832574544,-7.276131283222062e-05,0.012821429849818851
130_2p3_Pl_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.007225056077288506,1.831120064541244,-5.170751660466395e-05,0.014449500587277436
130_2p3_Pl_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.009661286990552452,2.164984231198079,-7.268049662348507e-06,0.019321712788700346
130_2p3_Pl_mc_AKGC417L.wav,8,9.0,1.0,0.0,0.0020425523572327677,1.3660897339199978,6.271424324340691e-05,0.004085007468590596
130_2p3_Pl_mc_AKGC417L.wav,9,10.0,1.0,0.0,0.008287395503952966,1.797395446683874,4.114959885958314e-06,0.01657445633942861
130_2p5_Al_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.002489462318973567,1.4214504704368225,-0.0001794708608420199,0.004978665561839428
130_2p5_Al_mc_AKGC417L.wav,1,2.0,1.0,0.0,0.003312607894019797,1.4092962443120673,-4.937509190053037e-06,0.0066249346058059955
130_2p5_Al_mc_AKGC417L.wav,2,3.0,1.0,0.0,0.00503679194670444,1.3956663230213948,-2.4492127909050836e-05,0.010073357174289926
130_2p5_Al_mc_AKGC417L.wav,3,4.0,1.0,0.0,0.0023392705593921525,0.9431035490002715,-6.317467430617519e-05,0.004678316964840322
130_2p5_Al_mc_AKGC417L.wav,4,5.0,1.0,0.0,0.003908107958925629,1.2556201382574992,6.083087888333497e-06,0.007816035438126548
130_2p5_Al_mc_AKGC417L.wav,5,6.0,1.0,0.0,0.006068334842764488,1.2772297602780673,9.174642244747354e-05,0.012136358025375788
130_2p5_Al_mc_AKGC417L.wav,6,7.0,1.0,0.0,0.0020883394172595475,1.2635061146152318,3.383747429804225e-06,0.004176520465018676
130_2p5_Al_mc_AKGC417L.wav,7,8.0,1.0,0.0,0.003562458125851671,1.5540737487291407,9.116463577017297e-06,0.007124597292250768
130_2p5_Al_mc_AKGC417L.wav,8,9.0,1.0,0.0,0.0025718069252833853,1.276812580939029,2.5023219868086364e-05,0.005143494779918812
130_2p5_Al_mc_AKGC417L.wav,9,10.0,1.0,0.0,0.002338908778296765,0.9288683956782423,-1.0895081114561709e-05,0.004677668695291449
130_2p5_Al_mc_AKGC417L.wav,10,11.0,1.0,1.0,1.4005491298744887e-05,0.20734624553360154,-1.0895081114561284e-05,2.8006720427283218e-05
130_2p5_Ar_mc_AKGC417L.wav,0,1.0,1.0,0.0,0.0019502883931102229,1.3369662394108748,-4.075861305256966e-05,0.003900373821458963
